rank,ID,name,mechanics,families,categories,n.ratings,rating,bayes.rating,owned,one.player,two.players,three.players,four.players,many.players,age,language,n.weight,weight
82,175155,forbidden-stars,Area Control / Area Influence|Dice Rolling|Hand Management|Modular Board|Variable Player Powers,"Components: Miniatures|Fantasy Flight Big Box|Warhammer 40,000 Board Games",Bluffing|Dice|Fighting|Miniatures|Science Fiction|Wargame,3953,8.05902,7.49329,7484,1|4|98,73|68|13,81|58|10,52|56|34,0|0|84,0|0|0|0|0|1|4|9|18,0|1|8|24|0,0,3
83,17133,railways-world,Action Point Allowance System|Auction/Bidding|Card Drafting|Pick-up and Deliver|Route/Network Building|Tile Placement,Age of Steam|Country: USA|Railways of the World series,Trains|Transportation|Video Game Theme,9489,7.70566,7.49102,9902,0|2|106,6|48|92,15|98|41,71|83|13,NA,0|0|0|0|0|4|9|17|8,0|12|36|1|0,0,3
84,91,paths-glory,Campaign / Battle Card Driven|Dice Rolling|Point to Point Movement,"",Wargame|World War I,3634,8.0182,7.48355,6632,0|18|34,63|7|0,NA,NA,NA,0|0|0|0|0|0|0|1|17,0|0|2|26|3,0,3
85,14996,ticket-ride-europe,Card Drafting|Hand Management|Route/Network Building|Set Collection,Ticket to Ride,Trains|Travel,36389,7.59048,7.48152,46391,0|3|298,22|262|156,117|310|18,357|113|4,NA,0|0|1|1|17|76|33|7|0,133|8|0|0|0,0,1
86,43111,chaos-old-world,Action Point Allowance System|Area Control / Area Influence|Area Movement|Dice Rolling|Hand Management|Role Playing|Take That|Variable Player Powers,Warhammer Fantasy Board Games,Fantasy|Fighting|Horror|Mythology|Wargame,11373,7.68353,7.4776,12312,1|3|187,0|4|194,12|139|104,308|25|2,15|15|105,0|0|0|0|0|1|2|23|31,0|0|13|63|2,0,3
87,21050,combat-commander-europe,Campaign / Battle Card Driven|Hex-and-Counter|Simulation|Variable Phase Order,Combat Commander Series,Wargame|World War II,4399,7.91745,7.47334,6352,3|29|52,102|9|1,NA,NA,NA,0|0|0|0|0|0|5|21|19,0|3|16|43|2,0,3
88,39463,cosmic-encounter,Hand Management|Partnerships|Take That|Variable Player Powers,Cosmic Encounter,Bluffing|Negotiation|Science Fiction|Space Exploration,19337,7.60876,7.46212,23397,0|1|282,2|5|291,8|123|202,110|248|12,NA,0|0|0|0|2|16|22|28|11,0|2|16|74|8,0,2
89,148949,istanbul,Dice Rolling|Grid Movement|Modular Board|Pick-up and Deliver,Cities: Istanbul|Istanbul,Economic,12834,7.6309,7.46176,16428,0|1|74,22|87|22,50|74|5,92|39|0,NA,0|0|0|0|0|11|18|6|0,40|10|0|0|0,0,2
90,27833,steam,Auction/Bidding|Pick-up and Deliver|Route/Network Building|Tile Placement,Age of Steam|Steam,Economic|Trains|Transportation,8075,7.67674,7.44796,8806,0|6|57,2|25|46,18|62|10,81|19|0,NA,1|0|0|0|0|0|6|13|7,35|0|0|0|0,0,3
91,9216,goa,Auction/Bidding|Hand Management|Press Your Luck,Colonial Theme|Country: India|Country: Portugal,Economic|Farming|Nautical|Renaissance,9685,7.64106,7.44459,9527,0|1|127,59|105|50,59|147|6,169|54|6,1|1|106,0|0|1|0|0|3|4|26|5,26|39|1|0|0,0,3
92,128621,viticulture,Hand Management|Worker Placement,Crowdfunding: Kickstarter|Viticulture|Wine Games,Economic|Farming,6230,7.7636,7.44108,6442,0|11|34,12|52|10,46|31|1,47|27|3,NA,0|0|0|0|0|0|9|9|6,0|5|14|3|0,0,2
93,146886,la-granja,Area Control / Area Influence|Dice Rolling|Hand Management|Simultaneous Action Selection|Variable Player Powers|Worker Placement,Admin: Better Description Needed!|Country: Spain|Islands: Mallorca|Solitaire Games|Tableau Building,Economic|Farming,4969,7.80327,7.43351,6926,0|31|17,16|52|7,28|32|2,34|24|4,0|0|30,0|0|0|0|0|0|3|9|3,0|1|19|3|0,0,3
94,77423,lord-rings-card-game,Co-operative Play|Hand Management|Variable Player Powers,CCGs (Collectible Card Games)|Living Card Game|Lord of the Rings: The Card Game (LCG)|Solitaire Games|Tolkien Games,Card Game|Collectible Components|Fantasy|Novel-based,15077,7.64003,7.43233,23292,125|283|34,360|109|4,NA,NA,NA,1|0|0|1|1|14|29|58|38,0|1|10|141|22,0,3
95,4098,age-steam,Auction/Bidding|Dice Rolling|Player Elimination|Route/Network Building|Tile Placement,Age of Steam,Economic|Trains|Transportation,6777,7.70275,7.43028,6322,0|7|61,1|25|53,19|60|25,76|37|2,NA,0|0|0|0|0|0|2|10|11,10|27|1|1|0,0,3
96,555,princes-florence,Auction/Bidding|Tile Placement,Alea Big Box|Cities: Florence|Country: Italy|Polyominoes,City Building|Renaissance,13191,7.59065,7.42809,13952,0|0|142,1|23|148,8|98|80,70|131|16,NA,0|0|0|0|0|0|5|20|5,3|23|42|3|1,0,3
97,148228,splendor,Card Drafting|Set Collection,Splendor,Card Game|Economic|Renaissance,30697,7.53383,7.42683,40951,1|6|235,139|231|32,210|187|7,140|221|32,1|11|185,0|0|3|4|23|55|25|4|0,118|1|0|0|2,0,1
98,43015,hansa-teutonica,Action Point Allowance System|Area Control / Area Influence|Point to Point Movement|Route/Network Building,Country: Germany,Renaissance,8551,7.64049,7.42543,8458,0|2|95,9|39|100,56|97|17,83|96|5,NA,0|0|0|0|1|1|3|22|6,48|0|0|0|0,0,3
99,54043,jaipur,Card Drafting|Hand Management|Set Collection,Animals: Camels|Asian Theme|Country: India,Animals|Card Game,19130,7.5479,7.42383,26297,0|0|126,164|8|0,NA,NA,NA,0|0|0|2|19|37|17|1|0,66|0|0|0|0,0,1
100,104006,village,Set Collection|Worker Placement,Village,Farming|Medieval,14024,7.56546,7.41786,17262,0|1|99,22|125|24,52|114|1,138|44|1,1|8|73,0|0|0|0|0|3|17|25|5,69|0|0|0|0,0,3
101,176189,zombicide-black-plague,Co-operative Play|Dice Rolling|Modular Board|Variable Player Powers,Crowdfunding: Kickstarter|Zombicide,Adventure|Fantasy|Fighting|Horror|Medieval|Miniatures|Zombies,5087,7.94298,7.4161,10024,7|33|12,15|36|6,36|23|2,11|38|8,NA,0|0|0|0|2|6|10|5|0,0|13|4|0|0,0,2
102,31627,ticket-ride-nordic-countries,Card Drafting|Hand Management|Route/Network Building|Set Collection,Country: Denmark|Country: Finland|Country: Norway|Country: Sweden|Ticket to Ride,Trains|Transportation|Travel,8134,7.66626,7.41344,11406,0|0|82,52|75|3,102|22|0,NA,NA,0|0|0|1|2|19|7|1|0,36|1|0|0|0,0,1
103,101721,mage-wars-arena,Dice Rolling|Grid Movement|Simultaneous Action Selection|Variable Player Powers,Mage Wars,Card Game|Fantasy|Fighting,6081,7.80948,7.41064,10519,0|1|85,118|13|2,NA,NA,NA,0|0|0|0|0|7|12|30|16,0|5|26|29|4,0,3
104,215,tichu,Betting/Wagering|Hand Management|Partnerships|Trick-taking,Asian Theme|Climbing Games|Country: China|Shedding Games|Traditional Card Games|Z-Man / Filosofia deluxe card game series,Card Game,10674,7.60741,7.41062,15618,0|0|167,0|1|165,1|4|169,228|16|1,0|3|166,0|0|0|0|2|3|10|23|3,62|0|0|0|0,0,2
105,188,go,Area Enclosure,3M Bookshelf Series|Combinatorial|Ravensburger Traveller Series,Abstract Strategy,11645,7.66945,7.41027,15557,1|17|97,156|9|0,NA,NA,NA,2|5|9|27|10|23|5|3|0,88|2|0|0|0,0,3
106,154203,imperial-settlers,Card Drafting|Hand Management|Take That|Variable Player Powers,Ancient Rome|Country: Egypt|Country: Japan|Solitaire Games|Tableau Building,Ancient|Card Game|City Building|Civilization,12721,7.58156,7.40178,17489,32|116|36,180|75|2,54|137|22,24|93|91,1|4|118,0|0|0|0|0|3|13|23|2,0|3|38|17|0,0,2
107,10630,memoir-44,Area Control / Area Influence|Campaign / Battle Card Driven|Dice Rolling|Grid Movement|Hand Management|Modular Board|Simulation,Commands & Colors|Memoir '44,Miniatures|Wargame|World War II,19616,7.53265,7.39249,24526,3|28|121,213|17|1,20|62|73,0|1|4,NA,2|0|2|1|10|50|40|8|3,1|26|70|10|2,0,2
108,129437,legendary-marvel-deck-building-game,Co-operative Play|Deck / Pool Building,Comics: Marvel Universe|Legendary|Solitaire Games|Superheroes,Card Game|Comic Book / Strip,12883,7.632,7.38884,19509,21|139|45,68|158|13,174|86|3,89|128|24,NA,0|0|0|0|8|28|32|18|2,0|18|26|26|1,0,2
109,9209,ticket-ride,Hand Management|Route/Network Building|Set Collection,Country: USA|Ticket to Ride,Trains|Travel,49180,7.48243,7.38841,61404,1|4|450,61|357|169,178|402|33,459|179|12,NA,0|0|2|4|46|133|26|4|1,174|24|1|0|1,0,1
110,171131,captain-sonar,Grid Movement|Line Drawing|Partnerships|Role Playing|Secret Unit Deployment|Simultaneous Action Selection,"",Deduction|Fighting|Nautical|Real-time|Wargame,4622,7.82439,7.38373,6832,0|0|67,0|18|60,0|5|72,4|35|37,NA,0|0|0|0|0|0|7|3|3,4|0|0|0|0,0,2
111,234,hannibal-rome-vs-carthage,Area Control / Area Influence|Campaign / Battle Card Driven|Dice Rolling|Point to Point Movement|Simulation,Ancient Rome|Continent: Africa|Valley Games Tactics Line,Ancient|Political|Wargame,4331,7.82936,7.38365,6745,2|6|55,88|3|1,NA,NA,NA,1|0|0|0|0|0|0|11|19,0|2|7|30|2,0,3
112,20551,shogun,Action / Movement Programming|Area Control / Area Influence|Area Movement|Auction/Bidding|Simultaneous Action Selection|Variable Phase Order,Asian Theme|Country: Japan|Samurai,Economic|Medieval|Territory Building,10576,7.57825,7.37706,10546,0|1|110,1|11|107,15|102|55,102|88|2,NA,0|0|0|0|0|3|8|25|11,79|3|0|0|0,0,3
113,140620,lewis-clark,Card Drafting|Deck / Pool Building|Hand Management|Point to Point Movement|Worker Placement,Solitaire Games|Tableau Building,American West|Racing,8862,7.58912,7.37654,11121,5|73|29,32|103|12,125|34|1,30|83|24,NA,0|0|0|0|0|1|6|15|8,46|1|1|0|0,0,3
114,93260,summoner-wars-master-set,Dice Rolling|Grid Movement|Hand Management|Variable Player Powers,Summoner Wars,Card Game|Fantasy|Fighting,8767,7.61783,7.37367,11493,0|1|57,93|7|0,2|8|55,12|36|15,0|2|51,0|0|0|1|2|9|15|4|0,0|3|14|11|0,0,2
115,31481,galaxy-trucker,Dice Rolling|Tile Placement,"",Humor|Real-time|Science Fiction|Space Exploration|Transportation,21050,7.47567,7.37228,21169,1|15|164,21|190|61,70|207|2,264|35|2,2|12|124,1|0|0|1|2|16|31|13|3,19|77|7|0|0,0,2
116,146439,battlelore-second-edition,Campaign / Battle Card Driven|Dice Rolling|Grid Movement|Modular Board|Variable Player Powers,BattleLore|BattleLore (Second Edition)|Commands & Colors|Monsters|The Realms of Terrinoth,Dice|Fantasy|Miniatures|Wargame,3619,7.93319,7.37016,6280,1|1|27,44|6|0,NA,NA,NA,0|0|0|0|0|4|10|5|3,0|3|11|3|0,0,2
117,97207,dungeon-petz,Auction/Bidding|Hand Management|Worker Placement,Dungeon Lords|Monsters,Animals|Fantasy|Humor,8806,7.5843,7.36769,11764,0|5|61,33|69|19,26|78|8,85|28|3,0|0|47,0|0|0|0|0|0|8|16|9,57|1|0|0|0,0,3
118,22545,age-empires-iii-age-discovery,Area Control / Area Influence|Set Collection|Worker Placement,Age of Discovery|Colonial Theme|Country: Costa Rica|Glenn Drover's Empires Series,Civilization|Exploration|Renaissance|Video Game Theme,8926,7.58418,7.36694,7607,0|3|157,12|84|122,32|162|41,170|103|4,NA,0|0|0|0|0|3|13|31|14,5|50|13|0|0,0,3
119,24181,imperial,Area Control / Area Influence|Area Movement|Stock Holding,Rondel Series,Economic|Fighting|Nautical|Political,7235,7.632,7.36453,6147,0|0|141,8|28|144,41|124|35,152|74|5,NA,0|0|0|0|0|0|2|17|13,20|48|0|0|0,0,3
120,38453,space-alert,Action / Movement Programming|Area Movement|Co-operative Play|Hand Management|Simultaneous Action Selection,CD Board Games|Solitaire Games,Electronic|Real-time|Science Fiction|Space Exploration,11974,7.52714,7.35551,16139,11|47|120,10|77|111,19|124|63,178|78|2,NA,0|0|0|0|0|0|13|19|18,1|12|51|9|6,0,2
121,12,ra,Auction/Bidding|Press Your Luck|Set Collection,Alea Big Box|Country: Egypt|Ra,Ancient|Mythology,15555,7.47501,7.35444,14613,0|0|171,12|111|107,188|125|5,182|126|2,NA,0|0|0|1|2|20|23|11|3,75|6|0|0|0,0,2
122,59294,runewars,Area Control / Area Influence|Area Movement|Auction/Bidding|Modular Board|Simultaneous Action Selection|Variable Player Powers,4X games|Fantasy Flight Big Box|The Realms of Terrinoth,Adventure|Fantasy|Fighting|Wargame,6523,7.69558,7.35305,8427,0|5|97,30|101|36,46|100|9,130|41|9,1|2|60,0|0|0|0|0|1|6|18|31,0|2|7|67|4,0,3
123,7854,yinsh,Grid Movement|Pattern Building,Combinatorial|GIPF Project|Mensa Select,Abstract Strategy,5439,7.68389,7.3522,6673,1|1|31,46|2|1,NA,NA,NA,0|0|0|1|1|14|7|1|0,31|0|0|0|0,0,2
124,54998,cyclades,Area Control / Area Influence|Area Movement|Auction/Bidding|Card Drafting|Dice Rolling|Set Collection|Variable Phase Order,Country: Greece|Cyclades|Islands: Cyclades,Ancient|City Building|Civilization|Fighting|Miniatures|Mythology|Nautical,12351,7.53806,7.35155,13248,0|1|131,19|89|88,22|130|47,134|93|4,NA,0|0|0|0|0|7|19|16|8,63|5|2|0|0,0,2
125,172818,above-and-below,Action Point Allowance System|Card Drafting|Deck / Pool Building|Dice Rolling|Set Collection|Storytelling|Trading,Arzium Setting|Crowdfunding: Kickstarter,Adventure|Book|City Building|Economic|Exploration|Fantasy|Farming|Negotiation,5962,7.67893,7.3466,9414,0|3|51,19|48|6,48|22|0,15|48|4,0|0|42,0|0|0|0|1|6|11|4|1,1|0|2|15|9,0,2
126,127060,bora-bora,Dice Rolling|Set Collection|Worker Placement,Alea Big Box|Country: French Polynesia|Oceanian Theme|Tropical theme,Dice,6623,7.60804,7.34096,9163,0|2|69,32|104|15,51|77|3,90|46|5,0|0|54,0|0|0|0|2|0|4|11|25,55|0|0|0|0,0,3
127,181304,mysterium,Co-operative Play|Hand Management|Pattern Recognition,Ghosts|Mysterium,Deduction|Murder/Mystery|Party Game,12900,7.52225,7.33971,19919,1|0|90,1|34|73,7|55|45,33|81|4,NA,0|0|0|1|5|26|17|2|0,37|0|0|0|0,0,1
128,19857,glory-rome,Card Drafting|Hand Management|Set Collection|Variable Phase Order,Ancient Rome|Cities: Rome|Crowdfunding: Kickstarter|Tableau Building,Ancient|Card Game|City Building|Economic,10974,7.50073,7.33572,12252,0|1|117,33|113|35,95|83|2,103|74|4,NA,0|0|0|0|0|0|5|25|9,0|0|15|70|8,0,2
129,822,carcassonne,Area Control / Area Influence|Tile Placement,Carcassonne|Country: France,City Building|Medieval|Territory Building,68378,7.43563,7.33526,94728,4|35|844,788|516|82,620|670|30,406|762|109,NA,2|0|3|21|113|191|60|13|3,419|6|1|0|1,0,1
130,48726,alien-frontiers,Area Control / Area Influence|Card Drafting|Dice Rolling|Worker Placement,Aliens|Crowdfunding: Kickstarter|Crowdfunding: ulule,Dice|Science Fiction,11461,7.49529,7.32796,11247,0|1|117,22|109|64,112|89|2,107|64|27,3|6|102,0|0|0|0|0|9|22|8|0,0|9|32|2|0,0,2
131,118048,targi,Modular Board|Set Collection|Worker Placement,Continent: Africa|Desert Theme|Kosmos two-player series,Arabian|Card Game,6198,7.61702,7.32641,8917,0|6|43,61|4|0,NA,NA,NA,0|0|0|0|0|1|13|9|1,0|8|27|0|0,0,2
132,25021,sekigahara-unification-japan,Hand Management|Point to Point Movement|Secret Unit Deployment,Asian Theme|Block wargames|Country: Japan,Civil War|Renaissance|Wargame,2359,8.06732,7.32092,4353,0|2|24,35|0|0,NA,NA,NA,0|0|0|0|0|0|6|15|1,28|1|0|0|0,0,2
133,182874,grand-austria-hotel,Dice Rolling|Set Collection,Cities: Vienna,Economic,4095,7.77059,7.32029,5345,1|6|81,134|34|4,47|92|16,4|29|121,0|0|81,0|0|0|0|0|2|1|8|2,15|2|0|0|0,0,3
134,108745,seasons,Card Drafting|Dice Rolling|Hand Management|Take That,Kingdom of Xidit,Card Game|Dice|Fantasy,14209,7.46611,7.3187,17251,0|7|161,244|88|10,108|195|13,30|116|143,0|0|149,0|0|0|0|0|5|14|19|12,0|0|8|53|6,0,2
135,17392,here-i-stand,Campaign / Battle Card Driven|Dice Rolling|Hand Management|Point to Point Movement|Variable Player Powers,Cities: Ravenna (Italy)|Country: England|Country: France|Country: Holy Roman Empire|Country: Italy|Country: Spain|Country: Turkey,Negotiation|Political|Religious|Renaissance|Wargame,2925,7.93679,7.31839,4033,0|4|75,0|20|59,26|62|22,1|16|60,NA,0|0|0|0|0|0|2|3|24,0|0|1|48|6,0,4
136,92828,dixit-odyssey,Partnerships|Simultaneous Action Selection|Storytelling|Voting,Dixit,Humor|Party Game,10120,7.52822,7.31822,13676,0|0|63,0|0|65,0|9|57,5|48|20,NA,0|0|0|2|7|16|5|2|0,41|0|0|0|0,0,1
137,41114,resistance,Partnerships|Simultaneous Action Selection|Voting,Dystopian Universe|Postcard Box Games|Werewolf / Mafia,Bluffing|Deduction|Negotiation|Party Game|Science Fiction|Spies/Secret Agents,26083,7.42485,7.31707,38835,1|1|207,0|2|205,0|2|206,0|8|199,NA,0|0|0|0|0|11|26|30|11,61|24|4|1|0,0,1
138,66589,navegador,Area Movement,Colonial Theme|Country: Portugal|Rondel Series,Economic|Exploration|Nautical|Renaissance,6199,7.58808,7.31267,5993,0|0|53,11|60|31,24|66|16,90|22|2,NA,0|0|0|0|0|1|3|19|3,27|14|0|0|0,0,3
139,77130,sid-meiers-civilization-board-game,Card Drafting|Deck / Pool Building|Grid Movement|Hand Management|Modular Board|Rock-Paper-Scissors|Simultaneous Action Selection|Trading|Variable Player Powers,4X games|Civilization,City Building|Civilization|Exploration|Negotiation|Video Game Theme,11507,7.50565,7.30666,15097,0|8|137,25|142|59,50|159|19,197|56|10,5|15|85,0|0|0|0|0|1|5|21|43,1|1|12|96|11,0,3
140,181279,fury-dracula-third-edition,Partnerships|Point to Point Movement|Secret Unit Deployment|Variable Player Powers,Vampires,Adventure|Deduction|Fighting|Horror|Novel-based,4864,7.70959,7.30584,11370,0|0|60,10|41|29,46|32|3,2|55|14,NA,0|0|0|0|0|1|4|10|6,0|0|2|9|0,0,3
141,155873,power-grid-deluxe-europenorth-america,Auction/Bidding|Route/Network Building,Country: Austria|Country: Canada|Country: Finland|Country: Germany|Country: Greece|Country: Ireland|Country: Italy|Country: Mexico|Country: Norway|Country: Poland|Country: Portugal|Country: Romania|Country: Russia|Country: Spain|Country: Sweden|Country: Turkey|Country: Ukraine|Country: United Kingdom|Country: USA|Power Grid,Economic|Industry / Manufacturing,2124,8.13441,7.30539,4080,0|1|17,2|17|7,5|19|2,17|8|0,NA,0|0|0|0|1|2|3|1|0,9|0|0|0|0,0,3
142,176494,isle-skye-chieftain-king,Auction/Bidding|Set Collection|Tile Placement,Country: Scotland,Economic|Territory Building,8970,7.51732,7.30372,12288,0|0|84,15|89|32,74|58|2,85|50|2,NA,0|0|0|0|3|17|8|2|1,31|1|0|0|0,0,2
143,27708,1960-making-president,Area Control / Area Influence|Campaign / Battle Card Driven|Hand Management,Country: USA|Political: Elections,Political,6997,7.56707,7.30326,7669,0|4|131,184|9|0,NA,NA,NA,0|0|0|0|0|1|4|24|32,0|0|1|72|15,0,3
144,421,1830-railways-robber-barons,Auction/Bidding|Route/Network Building|Stock Holding|Tile Placement,18xx|Country: USA,Economic|Trains|Transportation,3394,7.81476,7.30215,4979,0|1|44,1|10|45,6|45|16,44|27|2,NA,0|0|0|0|0|2|0|2|12,11|12|1|0|0,0,4
145,463,magic-gathering,Hand Management|Player Elimination,Animals: Unicorns|CCGs (Collectible Card Games)|Mensa Select,Card Game|Collectible Components|Fantasy|Fighting,23271,7.44028,7.29915,25756,1|10|235,284|54|1,NA,NA,NA,0|0|0|1|1|13|36|58|17,1|4|14|73|104,0,3
146,119890,agricola-all-creatures-big-and-small,Area Enclosure|Tile Placement|Worker Placement,Agricola|Animals: Cattle|Animals: Horses|Animals: Pigs|Animals: Sheep|Lookout Games Fur Zwei Spieler Series,Animals|Farming,9231,7.50069,7.29815,14260,0|7|50,88|4|1,NA,NA,NA,0|0|0|1|3|12|15|6|0,3|32|3|0|0,0,2
147,54138,imperial-2030,Area Control / Area Influence|Area Movement|Stock Holding,Rondel Series,Economic|Fighting|Nautical|Political,4078,7.73984,7.29702,4292,0|2|60,2|30|49,12|60|10,65|29|1,NA,0|0|0|0|0|0|2|1|8,15|8|1|0|0,0,3
148,1,die-macher,Area Control / Area Influence|Auction/Bidding|Dice Rolling|Hand Management|Simultaneous Action Selection,Country: Germany|Valley Games Classic Line,Economic|Negotiation|Political,4523,7.66168,7.28681,5274,0|1|76,0|1|77,0|25|69,23|80|9,NA,0|0|0|0|0|0|0|5|15,36|5|6|0|0,0,4
149,3,samurai,Area Control / Area Influence|Hand Management|Set Collection|Tile Placement,Asian Theme|Country: Japan|Knizia tile-laying trilogy|Samurai,Abstract Strategy|Medieval,12136,7.44078,7.28253,12014,0|0|118,96|126|12,152|80|2,67|123|23,0|1|100,0|0|0|0|4|11|21|3|0,69|0|0|0|0,0,2
150,55690,kingdom-death-monster,Co-operative Play|Dice Rolling|Grid Movement|Role Playing|Storytelling,Campaign Games|Crowdfunding: Kickstarter|Kingdom Death|Solitaire Games,Adventure|Fantasy|Horror|Mature / Adult|Miniatures|Mythology,2035,8.88652,7.2808,2715,25|64|5,33|61|1,15|58|14,83|39|8,NA,0|0|0|0|0|0|3|1|6,0|0|6|56|7,0,4
151,198928,pandemic-iberia,Action Point Allowance System|Co-operative Play|Hand Management|Point to Point Movement|Set Collection|Variable Player Powers,Country: Portugal|Country: Spain|Pandemic,Medical,2017,8.19859,7.27857,4919,4|12|11,4|23|0,11|16|0,16|8|0,NA,0|0|0|0|0|3|3|3|0,0|4|0|0|0,0,2
152,36932,claustrophobia,Dice Rolling|Modular Board|Variable Player Powers,"",Horror|Adventure|Fantasy|Fighting|Miniatures,5675,7.60901,7.27697,8162,1|10|53,94|9|0,NA,NA,NA,0|0|0|0|1|3|16|25|5,0|7|35|6|0,0,2
153,45315,dungeon-lords,Action / Movement Programming|Hand Management|Simultaneous Action Selection|Tile Placement|Worker Placement,Dungeon Lords,Economic|Fantasy|Fighting|Humor,10835,7.45615,7.27381,11810,3|5|137,17|112|82,16|151|46,231|21|0,1|0|103,0|1|0|0|0|1|11|23|22,2|19|51|5|0,0,3
