rank,ID,name,year,mechanics,families,categories,n.ratings,rating,bayes.rating,owned,min_players,max_players,play_time,min_play_time,max_play_time,one.player,two.players,three.players,four.players,many.players,age,language,n.weight,weight
333,79127,star-trek-fleet-captains,2011,Action Point Allowance System|Dice Rolling|Modular Board|Tile Placement,Clix|Star Trek,Fighting|Miniatures|Movies / TV / Radio theme|Science Fiction|Space Exploration,2755,7.58159,6.98953,4401,2,4,75,75,75,1|3|26,51|9|0,4|3|22,10|31|6,0|0|23,0|0|0|0|0|0|5|16|9,0|2|4|30|1,0,3
334,163166,one-night-ultimate-werewolf-daybreak,2015,Role Playing|Variable Player Powers|Voting,Crowdfunding: Kickstarter|One Night Ultimate|Werewolf / Mafia,Bluffing|Card Game|Deduction|Horror|Party Game,2690,7.55918,6.98851,6644,3,7,10,10,10,0|0|9,0|0|9,1|4|7,3|6|2,NA,0|0|0|0|1|2|0|1|0,3|2|0|0|0,0,1
335,27746,colosseum,2007,Auction/Bidding|Dice Rolling|Roll / Spin and Move|Set Collection|Trading,Ancient Rome,Ancient|Negotiation,7023,7.20981,6.98734,7628,3,5,90,60,90,1|0|53,0|2|54,8|58|19,39|51|2,NA,0|0|0|0|0|2|12|5|2,40|3|1|0|0,0,2
336,1353,times,1999,Acting|Memory|Partnerships,Mensa Select|Time's Up!,Humor|Party Game,3960,7.35237,6.98709,3928,4,18,90,90,90,1|0|35,0|1|34,0|1|34,12|18|11,NA,0|0|0|0|0|0|3|8|4,6|1|0|2|11,0,1
337,192153,pandemic-reign-cthulhu,2016,Action Point Allowance System|Co-operative Play|Hand Management|Point to Point Movement|Set Collection|Trading|Variable Player Powers,Cthulhu Mythos|Pandemic,Horror|Mythology,2956,7.58265,6.98568,6009,2,4,40,40,40,5|13|8,6|17|2,7|18|0,16|10|0,0|1|17,0|0|0|0|0|2|5|2|2,0|0|5|0|0,0,2
338,128780,pax-porfiriana,2012,Card Drafting|Simulation,Country: Mexico|Games by Gamesmiths|Tableau Building,Card Game|Civil War|Economic|Political|Post-Napoleonic|Wargame,2004,7.70171,6.9854,3364,1,6,120,120,120,0|12|26,7|32|17,23|34|1,35|21|3,NA,0|0|0|0|0|0|0|5|10,0|0|5|13|1,0,3
339,160499,king-new-york,2014,Area Control / Area Influence|Area Movement|Card Drafting|Dice Rolling|Player Elimination|Press Your Luck,"Cities: New York (New York, USA)|Country: USA|Kaiju|King of Tokyo|Monsters",Dice|Fighting|Movies / TV / Radio theme|Science Fiction,8799,7.18103,6.98373,14122,2,6,40,40,40,0|1|48,3|10|52,8|41|14,52|18|0,NA,0|0|0|1|4|10|8|1|0,0|6|16|1|0,0,1
340,30869,thebes,2007,Point to Point Movement|Time Track,Archaeology|Country: Egypt,Ancient|Exploration|Travel,7720,7.18228,6.98334,8995,2,4,60,60,60,0|1|85,23|96|24,105|41|2,86|57|8,0|0|77,0|0|0|0|2|25|16|0|1,49|3|0|0|0,0,2
341,47,chinatown,1999,Set Collection|Tile Placement|Trading,"Alea Big Box|Asian Theme|Cities: New York (New York, USA)|Filosofia Reprints",City Building|Economic|Negotiation,5939,7.23809,6.983,7026,3,5,60,60,60,0|0|67,0|1|69,4|39|43,39|49|3,NA,0|0|0|0|0|3|11|8|2,35|5|1|0|0,0,2
342,143519,quantum,2013,Area Control / Area Influence|Dice Rolling|Grid Movement|Modular Board|Variable Player Powers,"",Dice|Fighting|Science Fiction|Space Exploration,4372,7.35034,6.98241,5533,2,4,60,60,60,0|0|44,20|41|16,29|40|4,49|22|8,1|0|35,0|0|0|0|0|5|5|3|0,0|0|13|1|0,0,2
343,11,bohnanza,1997,Hand Management|Set Collection|Trading,Bohnanza|Lookout Bean Games,Card Game|Farming|Negotiation,28771,7.06692,6.98184,40219,2,7,45,45,45,0|1|277,19|71|257,36|240|94,189|203|7,NA,0|0|2|1|15|64|33|5|1,126|8|0|0|0,0,1
344,144189,fire-lake,2014,Area Control / Area Influence|Variable Phase Order|Variable Player Powers,Country: Vietnam|GMT COIN Series|Solitaire Games|Solitaire Wargames,Modern Warfare|Political|Vietnam War|Wargame,1370,8.08335,6.97906,3252,1,4,180,180,180,2|27|6,9|23|3,1|21|7,33|6|2,2|1|16,0|0|0|0|0|0|0|2|10,0|0|2|14|4,0,3
345,140934,arboretum,2015,Hand Management|Set Collection|Tile Placement,Z-Man / Filosofia deluxe card game series,Card Game,3825,7.37112,6.97786,5908,2,4,30,30,30,0|2|27,23|35|6,18|31|1,23|20|5,0|2|21,0|0|0|0|1|4|6|3|0,17|0|0|0|0,0,2
346,200680,agricola-revised-edition,2016,Area Enclosure|Card Drafting|Hand Management|Worker Placement,Agricola|Harvest Series|Tableau Building,Animals|Economic|Farming,1132,8.38801,6.97774,2158,1,4,120,30,120,1|14|3,9|10|1,7|10|0,11|4|0,0|2|10,0|0|0|0|0|0|3|2|1,0|0|0|3|0,0,3
347,148575,marvel-dice-masters-avengers-vs-x-men,2014,Deck / Pool Building|Dice Rolling|Variable Player Powers,CDGs (Collectible Dice Games)|Comics: Marvel Universe|Dice Masters|Quarriors Pool Building system|Superheroes,Collectible Components|Comic Book / Strip|Dice|Fighting,4770,7.3182,6.97765,8962,2,2,60,60,60,1|1|21,41|2|0,NA,NA,NA,0|0|0|0|1|12|13|6|1,1|13|14|7|0,0,2
348,28181,combat-commander-pacific,2008,Campaign / Battle Card Driven|Hex-and-Counter|Simulation|Variable Phase Order,Combat Commander Series,Wargame|World War II,1255,8.08998,6.97743,2506,2,2,180,180,180,0|5|8,18|1|1,NA,NA,NA,1|0|0|0|0|0|3|3|2,0|0|0|5|2,0,3
349,20963,fury-dracula-second-edition,2005,Dice Rolling|Partnerships|Point to Point Movement|Secret Unit Deployment|Variable Player Powers,Vampires,Adventure|Deduction|Fighting|Horror|Novel-based,8238,7.19616,6.97656,8871,2,5,180,180,180,0|1|178,46|118|69,103|127|16,11|145|70,NA,0|0|0|0|1|1|11|24|13,0|2|10|59|3,0,2
350,9823,advanced-squad-leader-starter-kit-1,2004,Dice Rolling|Hex-and-Counter,Advanced Squad Leader|Advanced Squad Leader Starter Kit,Wargame|World War II,1963,7.78451,6.97568,4113,2,2,120,120,120,0|18|9,33|3|0,NA,NA,NA,0|0|0|0|0|0|1|5|7,10|5|3|1|1,0,3
351,170042,raiders-north-sea,2015,Hand Management|Set Collection|Worker Placement,Crowdfunding: Kickstarter|Crowdfunding: Wspieram|The North Sea Trilogy|Vikings,Medieval|Nautical,1830,7.83519,6.97504,2872,2,4,80,60,80,0|0|23,11|14|5,21|9|0,10|19|3,0|0|18,0|0|0|0|0|0|2|3|0,1|5|5|0|0,0,2
352,70512,luna,2010,Area Control / Area Influence|Modular Board|Point to Point Movement|Tile Placement|Worker Placement,Solitaire Games,Fantasy|Religious,3300,7.3938,6.97248,4229,1,4,100,60,100,2|20|14,10|33|3,15|33|1,39|15|1,0|0|21,0|0|0|0|0|0|2|9|3,18|1|0|0|0,0,3
353,191862,imhotep,2016,Area Control / Area Influence|Modular Board|Set Collection,3D Games|Country: Egypt,Ancient,4210,7.32834,6.9703,6320,2,4,40,40,40,0|0|34,9|31|14,18|36|1,31|17|7,0|0|30,0|0|0|0|3|5|9|0|0,0|1|4|0|0,0,2
354,135219,battle-five-armies,2014,Area Movement|Dice Rolling|Hand Management,Tolkien Games|War of the Ring,Adventure|Fantasy|Miniatures|Novel-based|Wargame,1475,7.99294,6.97002,3702,2,2,240,90,240,0|1|17,20|2|0,NA,NA,NA,0|0|0|0|0|1|1|7|2,0|0|0|13|1,0,3
355,153938,camel,2014,Betting/Wagering|Dice Rolling|Roll / Spin and Move,3D Games|Animals: Camels|Country: Egypt,Animals|Dice|Racing,12639,7.11322,6.96997,16784,2,8,30,20,30,0|0|112,4|65|65,22|95|20,112|51|1,NA,0|0|2|3|19|34|7|1|0,42|0|0|0|0,0,1
356,137988,zombicide-season-2-prison-outbreak,2013,Action Point Allowance System|Co-operative Play|Dice Rolling|Hand Management|Modular Board|Variable Player Powers,Crowdfunding: Kickstarter|Solitaire Games|Zombicide,Horror|Miniatures|Zombies,2930,7.55279,6.9664,7476,1,6,180,90,180,2|11|5,9|11|3,17|10|0,5|17|4,NA,0|0|0|0|0|1|1|3|2,0|5|0|0|0,0,2
357,151022,baseball-highlights-2045,2015,Deck / Pool Building|Hand Management|Take That,Sports: Baseball,Card Game|Science Fiction|Sports,2002,7.68692,6.96614,2488,1,4,45,45,45,7|25|6,35|7|0,0|10|16,9|18|1,1|3|8,0|0|0|0|1|5|2|0|0,0|1|6|0|0,0,2
358,4390,carcassonne-hunters-and-gatherers,2002,Area Control / Area Influence|Tile Placement,Carcassonne,Prehistoric,9666,7.14677,6.96403,11872,2,5,45,30,45,0|3|82,77|51|5,68|49|1,29|62|16,NA,0|0|0|2|12|22|6|0|0,51|0|0|0|0,0,1
359,15364,vegas-showdown,2005,Auction/Bidding|Route/Network Building|Tile Placement,"Cities: Las Vegas (Nevada, USA)",Economic,5471,7.21893,6.96109,6278,3,5,75,75,75,0|0|57,1|11|54,10|74|14,47|56|2,NA,0|0|0|0|0|3|8|6|1,0|4|29|1|0,0,2
360,38996,washingtons-war,2010,Area Control / Area Influence|Campaign / Battle Card Driven|Dice Rolling|Point to Point Movement|Variable Player Powers,Country: USA|Holidays:  4th of July,Age of Reason|American Indian Wars|American Revolutionary War|Wargame,1947,7.68506,6.96064,3687,2,2,90,90,90,0|5|16,27|3|0,NA,NA,NA,0|0|0|0|0|2|2|6|5,0|0|8|5|0,0,2
361,10547,betrayal-house-hill,2004,Co-operative Play|Dice Rolling|Modular Board|Partnerships|Player Elimination|Role Playing|Storytelling|Variable Player Powers,"",Adventure|Exploration|Horror|Miniatures,22485,7.14089,6.96061,33325,3,6,60,60,60,0|3|187,3|26|171,7|145|79,91|140|10,NA,0|0|0|0|0|6|21|41|17,0|1|1|90|23,0,2
362,110277,among-stars,2012,Card Drafting|Simultaneous Action Selection|Tile Placement|Variable Player Powers,Among the Stars Universe|Crowdfunding: Indiegogo|Crowdfunding: Kickstarter|Tableau Building,Card Game|City Building|Science Fiction,5224,7.22715,6.95917,7463,2,4,30,30,30,0|2|40,9|38|12,17|42|2,41|15|3,2|7|23,0|0|0|0|1|1|10|6|0,0|0|22|9|0,0,2
363,126792,myrmes,2012,Action Point Allowance System|Grid Movement|Route/Network Building|Worker Placement,Animals: Ants|Solitaire Games|Ystari originals,Animals|Environmental|Farming,3807,7.34193,6.95809,4977,2,4,120,60,120,1|6|23,14|36|4,22|31|2,37|18|2,0|0|17,0|0|0|0|0|0|4|12|2,31|0|0|0|1,0,3
364,42215,tobago,2009,Grid Movement|Hand Management|Modular Board|Press Your Luck,Archaeology|Country: Trinidad and Tobago|Tropical theme,Adventure|Exploration,8377,7.13326,6.95675,9295,2,4,60,60,60,0|0|66,12|75|36,35|82|1,81|38|3,0|1|51,0|0|0|2|1|31|20|3|0,64|0|0|0|0,0,2
365,103886,star-wars-card-game,2012,Hand Management|Variable Player Powers,CCGs (Collectible Card Games)|Living Card Game|Star Wars|Star Wars: The Card Game LCG,Card Game|Collectible Components|Movies / TV / Radio theme|Science Fiction,4306,7.35865,6.95594,8217,2,2,60,60,60,4|7|29,52|4|0,NA,NA,NA,0|0|0|0|0|3|8|14|4,0|0|2|31|3,0,2
366,113294,escape-curse-temple,2012,Co-operative Play|Dice Rolling|Grid Movement|Modular Board|Tile Placement,Archaeology|CD Board Games|Crowdfunding: Kickstarter|Queen Games Escape Series|Queen Yellow Wave Box Series|Solitaire Games,Adventure|Dice|Electronic|Exploration|Real-time,11718,7.09895,6.95568,15378,1,5,10,10,10,5|58|32,14|87|12,35|74|2,72|42|0,NA,0|0|0|1|9|27|6|1|1,52|0|0|0|0,0,1
367,150997,shadows-brimstone-swamps-death,2014,Co-operative Play|Dice Rolling|Grid Movement|Modular Board|Role Playing|Variable Player Powers,Campaign Games|Crowdfunding: Kickstarter|Shadows of Brimstone,Adventure|American West|Dice|Exploration|Horror|Miniatures,1472,8.09923,6.95561,3851,1,4,60,60,60,0|5|4,1|10|1,5|6|0,10|2|0,1|5|4,0|0|0|0|0|1|0|4|2,0|0|0|9|0,0,3
368,30380,cuba,2007,Auction/Bidding|Hand Management|Variable Phase Order|Voting,Country: Cuba|Eggertspiele Cuba series,Economic|Farming,7001,7.17611,6.95522,7236,2,5,120,75,120,0|2|56,6|46|43,21|71|4,77|21|1,NA,0|0|0|0|0|2|9|18|6,3|37|11|0|0,0,3
369,3201,lord-rings-confrontation,2002,Area Movement|Hand Management|Memory|Secret Unit Deployment|Simultaneous Action Selection|Variable Player Powers,Kosmos two-player series|Tolkien Games,Adventure|Bluffing|Deduction|Fantasy|Movies / TV / Radio theme|Novel-based,5906,7.21772,6.95512,6873,2,2,30,30,30,0|0|44,50|2|0,NA,NA,NA,0|0|0|0|1|8|6|7|0,0|5|22|0|0,0,2
370,88,torres,1999,Action Point Allowance System|Area Control / Area Influence|Area Enclosure|Grid Movement|Hand Management|Tile Placement,3D Games|The Mask Trilogy,Abstract Strategy|Medieval,7027,7.17526,6.95221,8472,2,4,60,60,60,0|0|48,16|42|22,34|44|3,58|22|2,0|1|39,0|0|0|0|0|4|8|3|0,16|14|7|0|0,0,2
371,82421,summoner-wars-phoenix-elves-vs-tundra-orcs,2009,Dice Rolling|Grid Movement|Hand Management|Variable Player Powers,"Fairies, Elves and Pixies|Summoner Wars",Card Game|Fantasy|Fighting,2221,7.61058,6.95217,4962,2,4,30,30,30,0|0|12,13|1|0,0|1|10,0|5|6,0|0|12,0|0|0|0|0|0|5|2|0,0|1|8|1|0,0,2
372,6249,alhambra,2003,Card Drafting|Hand Management|Set Collection|Tile Placement,Alhambra|Cities: Granada|Country: Spain,Arabian|City Building|Medieval,21657,7.04362,6.95151,25103,2,6,60,45,60,0|0|261,54|235|126,323|129|6,179|222|26,NA,0|0|1|3|17|59|23|2|0,128|3|1|0|0,0,2
373,183251,karuba,2015,Simultaneous Action Selection|Tile Placement,Admin: Better Description Needed!|Archaeology|Tropical theme,Puzzle,3807,7.33555,6.95052,5557,2,4,40,30,40,0|2|25,7|25|2,15|21|0,27|12|0,2|1|12,0|0|0|3|17|6|1|0|0,13|0|0|0|0,0,1
374,31563,middle-earth-quest,2009,Hand Management|Partnerships|Point to Point Movement|Variable Player Powers,Tolkien Games,Adventure|Exploration|Fantasy|Novel-based,3442,7.40012,6.9497,5309,2,4,180,180,180,1|4|57,31|61|12,77|33|1,24|44|26,0|0|51,0|0|0|0|0|1|6|13|11,0|0|2|53|4,0,3
375,21763,mr-jack,2006,Grid Movement|Variable Player Powers,Characters: Jack the Ripper|Characters: Sherlock Holmes|Cities: London|Country: England|Mr. Jack,Deduction|Murder/Mystery,11935,7.08553,6.94963,14096,2,2,30,30,30,1|1|112,135|10|0,NA,NA,NA,0|0|0|0|1|19|31|6|3,80|5|1|0|0,0,2
376,175640,vinhos-deluxe-edition,2016,Area Control / Area Influence|Variable Phase Order|Worker Placement,Crowdfunding: Giochistarter|Crowdfunding: Kickstarter|Crowdfunding: Spieleschmiede|Wine Games,Economic|Industry / Manufacturing,935,8.45803,6.94893,2723,1,4,135,60,135,0|9|4,3|11|1,4|10|0,9|4|0,0|0|9,0|0|0|0|0|0|1|1|1,3|0|0|0|0,0,3
377,82420,summoner-wars-guild-dwarves-vs-cave-goblins,2009,Dice Rolling|Grid Movement|Hand Management|Variable Player Powers,Goblins|Summoner Wars,Card Game|Fantasy|Fighting,2059,7.65948,6.94832,4692,2,4,30,30,30,0|0|8,13|0|0,1|1|8,0|5|4,0|0|8,0|0|0|0|1|1|6|2|0,0|4|4|1|0,0,2
378,2163,space-hulk,1989,Action Point Allowance System|Dice Rolling|Grid Movement|Modular Board,"Space Hulk|Warhammer 40,000 Board Games",Fighting|Miniatures|Science Fiction,3209,7.46208,6.94555,3331,2,4,45,45,45,0|2|21,36|3|1,1|17|9,1|5|17,0|3|19,0|0|0|0|1|3|4|2|0,3|2|3|0|0,0,2
379,160495,zhanguo,2014,Area Control / Area Influence|Hand Management,Asian Theme|Country: China,Ancient|Card Game,1916,7.6797,6.94489,2992,2,4,120,60,120,0|1|12,6|25|2,14|22|0,21|10|1,0|0|10,0|0|0|0|0|0|0|3|8,19|0|0|0|0,0,3
380,68425,eminent-domain,2011,Card Drafting|Deck / Pool Building|Hand Management|Variable Phase Order,Crowdfunding: Kickstarter|Eminent Domain|Games by Gamesmiths|Tableau Building|TMG Originals,Card Game|Civilization|Science Fiction|Space Exploration,7545,7.13616,6.94371,10245,2,4,45,45,45,1|1|51,29|58|8,62|39|2,29|48|10,1|6|45,0|0|0|0|2|2|13|10|2,2|8|28|7|0,0,2
381,12942,no-thanks,2004,Auction/Bidding|Press Your Luck|Set Collection,"",Card Game,14770,7.04241,6.9437,19171,3,7,30,20,30,0|0|112,1|7|103,29|96|28,97|70|0,NA,0|0|0|3|8|30|4|0|0,65|0|0|0|0,0,1
382,372,schotten-totten,1999,Hand Management|Set Collection,Country: Scotland|IELLO: Mini Games|Schotten-Totten,Card Game|Deduction,3878,7.30014,6.94222,5448,2,2,20,20,20,0|0|32,40|0|0,NA,NA,NA,0|0|0|0|1|7|4|0|0,27|1|1|0|0,0,1
383,24508,taluva,2006,Modular Board|Tile Placement,3D Games|Oceanian Theme|Tropical theme,City Building|Territory Building,6111,7.18914,6.94171,6093,2,4,45,45,45,1|2|71,81|47|11,49|70|9,42|74|13,0|0|58,0|0|0|0|0|5|10|5|0,49|0|0|0|0,0,2
384,192836,colonists,2016,Area Movement|Card Drafting|Hand Management|Modular Board|Tile Placement|Variable Player Powers|Worker Placement,Solitaire Games,Civilization,1427,7.9719,6.94049,3051,1,4,360,30,360,11|27|6,39|18|1,17|22|9,3|8|37,0|0|31,0|0|0|0|0|0|0|5|0,0|1|1|0|0,0,4
385,177639,raptor,2015,Action Point Allowance System|Grid Movement|Hand Management|Modular Board|Simultaneous Action Selection|Take That,Animals: Dinosaurs|Matagot Duo Collection,Animals|Fighting|Prehistoric,2534,7.51273,6.93995,4408,2,2,25,25,25,1|0|10,15|0|0,NA,NA,NA,0|0|0|0|1|2|4|1|1,4|2|0|0|0,0,2
386,28023,jamaica,2007,Dice Rolling|Hand Management|Simultaneous Action Selection,Colonial Theme|Country: Jamaica|Tropical theme,Nautical|Pirates|Racing|Transportation,10635,7.09649,6.93872,14228,2,6,60,30,60,0|2|93,4|46|79,9|80|36,47|92|1,NA,0|0|0|1|11|28|5|2|0,42|2|0|0|1,0,1
387,65901,age-industry,2010,Card Drafting|Hand Management|Route/Network Building,Age of Industry|Country: Germany|Treefrog Line,Economic|Industry / Manufacturing|Transportation,2614,7.46519,6.93864,3028,2,5,120,120,120,0|1|36,1|19|28,14|41|5,43|15|0,NA,0|0|0|0|0|1|0|9|10,24|1|0|0|0,0,3
388,91312,discworld-ankh-morpork,2011,Area Control / Area Influence|Dice Rolling|Hand Management|Take That|Variable Player Powers,Discworld Games|Kosmos Literature Series,City Building|Fantasy|Novel-based,7017,7.1947,6.93846,8594,2,4,60,60,60,0|4|72,9|70|41,56|76|1,101|43|4,0|2|57,0|0|0|0|0|7|14|14|4,1|3|35|13|1,0,2
389,111341,great-zimbabwe,2012,Auction/Bidding|Card Drafting|Modular Board|Route/Network Building|Tile Placement|Variable Player Powers,Continent: Africa|Country: Zimbabwe,Civilization|Economic|Industry / Manufacturing|Transportation,1683,7.75247,6.93589,2463,2,5,150,90,150,0|0|7,5|17|2,14|14|0,22|6|0,NA,0|0|0|0|0|0|2|1|4,0|12|0|0|0,0,3
390,168584,love-letter-batman,2015,Hand Management|Player Elimination,AEG: 5 Minute Fun|AEG: Big in Japan|Comics: DC Universe|Love Letter,Card Game|Deduction,3459,7.38573,6.93288,6739,2,4,20,20,20,0|0|25,0|15|13,11|17|1,31|2|0,0|3|18,0|0|0|1|5|5|3|0|0,0|7|0|0|0,0,1
391,158275,marvel-dice-masters-uncanny-x-men,2014,Deck / Pool Building|Dice Rolling,Comics: Marvel Universe|Dice Masters|Quarriors Pool Building system|Superheroes,Collectible Components|Comic Book / Strip|Dice|Fighting,3106,7.4109,6.93143,7230,2,2,60,60,60,0|2|8,15|2|0,NA,NA,NA,0|0|0|1|0|3|5|2|0,0|4|3|1|0,0,2
392,41002,vasco-da-gama,2009,Action / Movement Programming|Press Your Luck|Tile Placement|Worker Placement,Colonial Theme|Country: Portugal,Nautical|Renaissance,3736,7.30897,6.93112,4169,2,4,120,60,120,0|0|37,4|51|10,21|47|1,55|18|1,1|0|32,0|0|0|0|0|0|7|17|4,35|0|0|0|0,0,3
393,162007,steampunk-rally,2015,Card Drafting|Dice Rolling|Modular Board|Simultaneous Action Selection|Variable Player Powers,Crowdfunding: Kickstarter|Crowdfunding: Wspieram|Games by the Game Artisans of Canada|Steampunk,Racing|Science Fiction,3107,7.40744,6.93112,4987,2,8,60,45,60,0|3|22,11|17|8,20|18|2,26|7|3,NA,0|0|0|0|0|9|5|8|0,0|13|5|0|0,0,2
394,117915,yedo,2012,Action / Movement Programming|Auction/Bidding|Hand Management|Set Collection|Worker Placement,Asian Theme|Country: Japan,Medieval,2609,7.49597,6.9308,3758,2,5,180,120,180,0|2|43,14|47|16,30|46|3,47|34|3,NA,0|0|0|0|0|1|4|15|2,0|2|18|11|0,0,3
395,41066,virgin-queen,2012,Campaign / Battle Card Driven|Dice Rolling|Partnerships|Point to Point Movement|Variable Phase Order|Variable Player Powers,Country: England|Country: France|Country: Holy Roman Empire|Country: Spain|Country: The Netherlands|Country: Turkey,Negotiation|Pike and Shot|Political|Religious|Renaissance|Wargame,1220,8.09769,6.92975,2633,2,6,420,420,420,0|1|27,0|6|22,1|8|21,2|27|9,NA,0|0|0|0|0|0|1|3|11,0|1|2|20|3,0,4
396,171,chess,1475,Grid Movement,3M Bookshelf Series|Cartoons: Hanna-Barbera|Characters: Peanuts|Chess Games|Combinatorial|Games for Dummies|GoPlay|Harry Potter|Movies: Shrek|Nintendo|Promotional Board Games|Star Wars|Super Mario Bros.|Take 'N' Play Anywhere|Transformers|TV Series: Sesame Street|TV Series: The Flintstones|TV Series: The Simpsons|Universal Studios Monsters,Abstract Strategy,20489,7.08803,6.92902,27195,2,2,60,60,60,1|21|162,218|12|1,NA,NA,NA,0|2|10|15|36|36|14|2|3,118|0|0|0|0,0,3
397,47185,warhammer-invasion,2009,Hand Management|Variable Player Powers,CCGs (Collectible Card Games)|Living Card Game|Warhammer Fantasy Card Games|Warhammer: Invasion – Living Card Game,Card Game|Collectible Components|Fantasy|Fighting|Mythology,5051,7.27155,6.92819,6693,2,2,45,45,45,2|2|38,59|9|0,NA,NA,NA,0|0|0|0|0|1|10|7|9,0|0|1|34|1,0,2
398,35570,tinners-trail,2008,Action Point Allowance System|Auction/Bidding|Commodity Speculation|Dice Rolling|Time Track,Country: England|Mining|Treefrog Line,Economic|Industry / Manufacturing,3463,7.32748,6.92786,3582,3,4,90,60,90,0|0|46,0|9|41,22|52|2,63|24|2,0|0|33,1|0|0|0|0|3|6|12|6,17|12|0|0|0,0,2
399,22345,yspahan,2006,Area Control / Area Influence|Dice Rolling,Animals: Camels|Middle Eastern Theme|Quined Master Print Edition Series|Ystari originals,Arabian|Dice|Economic,7052,7.13378,6.92744,6771,2,4,60,45,60,0|0|71,18|76|37,90|57|3,96|46|4,0|2|63,0|0|0|0|1|9|22|4|0,60|2|0|0|0,0,2
400,55600,shipyard,2009,Card Drafting|Modular Board|Set Collection|Tile Placement|Worker Placement,"",Economic|Industry / Manufacturing|Nautical,2965,7.38358,6.92507,3760,2,4,120,120,120,1|4|26,28|34|4,25|31|2,13|37|6,0|0|19,0|0|0|0|0|0|2|6|3,23|0|0|0|0,0,3
401,172308,broom-service,2015,Pick-up and Deliver|Press Your Luck|Simultaneous Action Selection,Alea Big Box|Witches,Card Game|Fantasy,3773,7.29167,6.9224,6383,2,5,75,30,75,0|0|36,7|27|22,14|34|5,32|23|4,NA,0|0|0|0|0|8|7|2|0,1|11|10|1|0,0,2
402,160010,conan,2016,Action Point Allowance System|Area Movement|Dice Rolling|Partnerships|Player Elimination|Variable Phase Order|Variable Player Powers,Campaign Games|Crowdfunding: Kickstarter,Adventure|Fantasy|Fighting|Miniatures|Novel-based,1743,8.04918,6.91912,4115,2,5,120,60,120,1|2|21,3|26|9,6|25|7,30|10|6,NA,0|0|0|0|0|0|5|10|4,1|10|1|0|0,0,2
403,12891,friedrich,2004,Hand Management|Point to Point Movement|Secret Unit Deployment,Age of Kings,Age of Reason|Wargame,2209,7.56908,6.91852,2815,3,4,210,210,210,0|1|44,2|10|36,29|39|3,59|15|4,0|0|38,0|0|0|0|0|0|3|6|6,1|15|3|0|0,0,3
404,91872,dungeons-dragons-legend-drizzt-board-game,2011,Co-operative Play|Dice Rolling|Grid Movement|Modular Board|Role Playing,Animals: Dragons|Dungeons & Dragons|Dungeons and Dragons Adventure System Board Games|From RPG books to board games|Solitaire Games,Adventure|Exploration|Fantasy|Fighting|Miniatures|Novel-based,4203,7.33697,6.91784,8550,1,5,60,60,60,12|34|14,18|37|2,39|24|0,41|21|2,NA,0|0|2|1|2|6|12|12|4,0|2|16|12|1,0,2
405,37904,formula-d,2008,Dice Rolling|Grid Movement|Player Elimination|Press Your Luck|Roll / Spin and Move|Simulation,Country: Monaco|Formula De/De mini/D|Sports: Auto Racing,Racing|Sports,12428,7.05501,6.91629,16510,2,10,60,60,60,1|17|100,3|45|78,12|70|46,33|93|16,NA,0|0|0|1|11|34|8|3|1,61|4|0|0|0,0,2
